course,player,SG Category,SG Value
"Vidanta Vallarta - Villa Hidalgo, Mexico",Emiliano Grillo,OTT,0.58
"Vidanta Vallarta - Villa Hidalgo, Mexico",Grayson Murray,OTT,0.56
"Vidanta Vallarta - Villa Hidalgo, Mexico",Greyson Sigg,OTT,0.16
"Vidanta Vallarta - Villa Hidalgo, Mexico",Gary Woodland,OTT,1.09
"Vidanta Vallarta - Villa Hidalgo, Mexico",Hayden Buckley,OTT,0.81
"Vidanta Vallarta - Villa Hidalgo, Mexico",Hank Lebioda,OTT,-0.39
"Vidanta Vallarta - Villa Hidalgo, Mexico",Jonathan Byrd,OTT,0.06
"Vidanta Vallarta - Villa Hidalgo, Mexico",John Huh,OTT,0.31
"Vidanta Vallarta - Villa Hidalgo, Mexico",Jon Rahm,OTT,1.39
"Vidanta Vallarta - Villa Hidalgo, Mexico",Kiradech Aphibarnrat,OTT,-0.72
"Vidanta Vallarta - Villa Hidalgo, Mexico",Kurt Kitayama,OTT,0.83
"Vidanta Vallarta - Villa Hidalgo, Mexico",Kelly Kraft,OTT,0.33
"Vidanta Vallarta - Villa Hidalgo, Mexico",Kevin Na,OTT,-0.25
"Vidanta Vallarta - Villa Hidalgo, Mexico",Kevin Streelman,OTT,0.72
"Vidanta Vallarta - Villa Hidalgo, Mexico",Lanto Griffin,OTT,1.18
"Vidanta Vallarta - Villa Hidalgo, Mexico",Lee Hodges,OTT,0.19
"Vidanta Vallarta - Villa Hidalgo, Mexico",Michael Gligic,OTT,0.05
"Vidanta Vallarta - Villa Hidalgo, Mexico",Mark Hubbard,OTT,-0.12
"Vidanta Vallarta - Villa Hidalgo, Mexico",Matt Jones,OTT,0.78
"Vidanta Vallarta - Villa Hidalgo, Mexico",Martin Trainer,OTT,0.19
"Vidanta Vallarta - Villa Hidalgo, Mexico",Matt Wallace,OTT,-1.12
"Vidanta Vallarta - Villa Hidalgo, Mexico",Nate Lashley,OTT,0.23
"Vidanta Vallarta - Villa Hidalgo, Mexico",Peter Malnati,OTT,0.02
"Vidanta Vallarta - Villa Hidalgo, Mexico",Pat Perez,OTT,-0.65
"Vidanta Vallarta - Villa Hidalgo, Mexico",Patrick Reed,OTT,0.08
"Vidanta Vallarta - Villa Hidalgo, Mexico",Patrick Rodgers,OTT,1.31
"Vidanta Vallarta - Villa Hidalgo, Mexico",Ryan Blaum,OTT,0.38
"Vidanta Vallarta - Villa Hidalgo, Mexico",Robert Garrigus,OTT,-0.27
"Vidanta Vallarta - Villa Hidalgo, Mexico",Scott Brown,OTT,-1.02
"Vidanta Vallarta - Villa Hidalgo, Mexico",Stephan Jaeger,OTT,-0.41
"Vidanta Vallarta - Villa Hidalgo, Mexico",Sung Kang,OTT,0.23
"Vidanta Vallarta - Villa Hidalgo, Mexico",Satoshi Kodaira,OTT,0.32
"Vidanta Vallarta - Villa Hidalgo, Mexico",Sebastian Munoz,OTT,0.49
"Vidanta Vallarta - Villa Hidalgo, Mexico",Scott Piercy,OTT,0.0
"Vidanta Vallarta - Villa Hidalgo, Mexico",Sahith Theegala,OTT,0.56
"Vidanta Vallarta - Villa Hidalgo, Mexico",Tony Finau,OTT,0.77
"Vidanta Vallarta - Villa Hidalgo, Mexico",Tommy Gainey,OTT,0.76
"Vidanta Vallarta - Villa Hidalgo, Mexico",Trey Mullinax,OTT,0.97
"Vidanta Vallarta - Villa Hidalgo, Mexico",Wesley Bryan,OTT,-1.37
"Vidanta Vallarta - Villa Hidalgo, Mexico",Wyndham Clark,OTT,-0.78
"Harbour Town Golf Links - Hilton Head Island, SC",Adam Hadwin,OTT,-0.03
"Harbour Town Golf Links - Hilton Head Island, SC",Anirban Lahiri,OTT,0.4
"Harbour Town Golf Links - Hilton Head Island, SC",Adam Long,OTT,0.62
"Harbour Town Golf Links - Hilton Head Island, SC",Alexander Noren,OTT,-0.08
"Harbour Town Golf Links - Hilton Head Island, SC",Adam Svensson,OTT,-0.08
"Harbour Town Golf Links - Hilton Head Island, SC",Aaron Wise,OTT,0.84
"Harbour Town Golf Links - Hilton Head Island, SC",Brian Gay,OTT,-0.36
"Harbour Town Golf Links - Hilton Head Island, SC",Branden Grace,OTT,0.56
"Harbour Town Golf Links - Hilton Head Island, SC",Bill Haas,OTT,0.02
"Harbour Town Golf Links - Hilton Head Island, SC",Brian Harman,OTT,1.11
"Harbour Town Golf Links - Hilton Head Island, SC",Billy Horschel,OTT,0.56
"Harbour Town Golf Links - Hilton Head Island, SC",Ben Martin,OTT,-0.42
"Harbour Town Golf Links - Hilton Head Island, SC",Brian Stuard,OTT,-1.08
"Harbour Town Golf Links - Hilton Head Island, SC",Brendon Todd,OTT,-0.1
"Harbour Town Golf Links - Hilton Head Island, SC",Corey Conners,OTT,0.38
"Harbour Town Golf Links - Hilton Head Island, SC",Cameron Davis,OTT,0.74
"Harbour Town Golf Links - Hilton Head Island, SC",Collin Morikawa,OTT,0.82
"Harbour Town Golf Links - Hilton Head Island, SC",C.T. Pan,OTT,0.07
"Harbour Town Golf Links - Hilton Head Island, SC",Charl Schwartzel,OTT,0.35
"Harbour Town Golf Links - Hilton Head Island, SC",Cameron Tringale,OTT,0.03
"Harbour Town Golf Links - Hilton Head Island, SC",Camilo Villegas,OTT,0.16
"Harbour Town Golf Links - Hilton Head Island, SC",Cameron Young,OTT,1.14
"Harbour Town Golf Links - Hilton Head Island, SC",Daniel Berger,OTT,0.47
"Harbour Town Golf Links - Hilton Head Island, SC",Dylan Frittelli,OTT,-0.08
"Harbour Town Golf Links - Hilton Head Island, SC",Doug Ghim,OTT,0.54
"Harbour Town Golf Links - Hilton Head Island, SC",Denny McCarthy,OTT,-0.46
"Harbour Town Golf Links - Hilton Head Island, SC",Doc Redman,OTT,-0.89
"Harbour Town Golf Links - Hilton Head Island, SC",Danny Willett,OTT,-0.72
"Harbour Town Golf Links - Hilton Head Island, SC",Henrik Stenson,OTT,-0.01
"Harbour Town Golf Links - Hilton Head Island, SC",Hudson Swafford,OTT,-0.45
"Harbour Town Golf Links - Hilton Head Island, SC",Harold Varner III,OTT,-0.38
"Harbour Town Golf Links - Hilton Head Island, SC",Ian Poulter,OTT,-0.98
"Harbour Town Golf Links - Hilton Head Island, SC",Joseph Bramlett,OTT,0.92
"Harbour Town Golf Links - Hilton Head Island, SC",Jonathan Byrd,OTT,-1.45
"Harbour Town Golf Links - Hilton Head Island, SC",Joel Dahmen,OTT,0.51
"Harbour Town Golf Links - Hilton Head Island, SC",Jim Herman,OTT,0.56
"Harbour Town Golf Links - Hilton Head Island, SC",Jason Kokrak,OTT,0.49
"Harbour Town Golf Links - Hilton Head Island, SC",Joaquin Niemann,OTT,0.52
"Harbour Town Golf Links - Hilton Head Island, SC",J.T. Poston,OTT,1.05
"Harbour Town Golf Links - Hilton Head Island, SC",Jordan Spieth,OTT,1.08
"Harbour Town Golf Links - Hilton Head Island, SC",Justin Thomas,OTT,0.0
"Harbour Town Golf Links - Hilton Head Island, SC",Kevin Na,OTT,-0.61
"Harbour Town Golf Links - Hilton Head Island, SC",Luke Donald,OTT,-0.29
"Harbour Town Golf Links - Hilton Head Island, SC",Lucas Glover,OTT,0.94
"Harbour Town Golf Links - Hilton Head Island, SC",Matt Kuchar,OTT,-0.01
"Harbour Town Golf Links - Hilton Head Island, SC",Maverick McNealy,OTT,0.36
"Harbour Town Golf Links - Hilton Head Island, SC",Matthew NeSmith,OTT,0.14
"Harbour Town Golf Links - Hilton Head Island, SC",Mito Pereira,OTT,0.77
"Harbour Town Golf Links - Hilton Head Island, SC",Matthias Schwab,OTT,-0.81
"Harbour Town Golf Links - Hilton Head Island, SC",Patrick Cantlay,OTT,0.6
"Harbour Town Golf Links - Hilton Head Island, SC",Patton Kizzire,OTT,0.0
"Harbour Town Golf Links - Hilton Head Island, SC",Peter Malnati,OTT,-0.45
"Harbour Town Golf Links - Hilton Head Island, SC",Pat Perez,OTT,-1.32
"Harbour Town Golf Links - Hilton Head Island, SC",Roger Sloan,OTT,-0.31
"Harbour Town Golf Links - Hilton Head Island, SC",Robert Streb,OTT,-0.13
"Harbour Town Golf Links - Hilton Head Island, SC",Stewart Cink,OTT,-1.4
"Harbour Town Golf Links - Hilton Head Island, SC",Sungjae Im,OTT,1.16
"Harbour Town Golf Links - Hilton Head Island, SC",Si Woo Kim,OTT,0.31
"Harbour Town Golf Links - Hilton Head Island, SC",Shane Lowry,OTT,-0.05
"Harbour Town Golf Links - Hilton Head Island, SC",Scott Piercy,OTT,0.32
"Harbour Town Golf Links - Hilton Head Island, SC",Sepp Straka,OTT,0.35
"Harbour Town Golf Links - Hilton Head Island, SC",Sahith Theegala,OTT,-0.13
"Harbour Town Golf Links - Hilton Head Island, SC",Tyler Duncan,OTT,0.74
"Harbour Town Golf Links - Hilton Head Island, SC",Tommy Fleetwood,OTT,-0.58
"Harbour Town Golf Links - Hilton Head Island, SC",Tyrrell Hatton,OTT,-0.92
"Harbour Town Golf Links - Hilton Head Island, SC",Troy Merritt,OTT,0.81
"Harbour Town Golf Links - Hilton Head Island, SC",Wyndham Clark,OTT,0.47
"Harbour Town Golf Links - Hilton Head Island, SC",Webb Simpson,OTT,0.26
"Augusta National Golf Club - Augusta, GA",Adam Scott,OTT,-0.31
"Augusta National Golf Club - Augusta, GA",Billy Horschel,OTT,-0.46
"Augusta National Golf Club - Augusta, GA",Bubba Watson,OTT,1.03
"Augusta National Golf Club - Augusta, GA",Christiaan Bezuidenhout,OTT,-0.21
"Augusta National Golf Club - Augusta, GA",Cameron Champ,OTT,0.83
"Augusta National Golf Club - Augusta, GA",Corey Conners,OTT,0.6
"Augusta National Golf Club - Augusta, GA",Cameron Davis,OTT,-0.62
"Augusta National Golf Club - Augusta, GA",Collin Morikawa,OTT,0.4
"Augusta National Golf Club - Augusta, GA",Charl Schwartzel,OTT,-0.32
"Augusta National Golf Club - Augusta, GA",Cameron Smith,OTT,-0.67
"Augusta National Golf Club - Augusta, GA",Daniel Berger,OTT,-0.9
"Augusta National Golf Club - Augusta, GA",Dustin Johnson,OTT,0.1
"Augusta National Golf Club - Augusta, GA",Danny Willett,OTT,0.28
"Augusta National Golf Club - Augusta, GA",Harry Higgs,OTT,0.11
"Augusta National Golf Club - Augusta, GA",Hideki Matsuyama,OTT,0.7
"Augusta National Golf Club - Augusta, GA",Hudson Swafford,OTT,0.07
"Augusta National Golf Club - Augusta, GA",Harold Varner III,OTT,0.32
"Augusta National Golf Club - Augusta, GA",Jason Kokrak,OTT,1.04
"Augusta National Golf Club - Augusta, GA",Joaquin Niemann,OTT,0.39
"Augusta National Golf Club - Augusta, GA",Jon Rahm,OTT,0.49
"Augusta National Golf Club - Augusta, GA",J.J. Spaun,OTT,0.25
"Augusta National Golf Club - Augusta, GA",Justin Thomas,OTT,-0.62
"Augusta National Golf Club - Augusta, GA",Kevin Kisner,OTT,-0.8
"Augusta National Golf Club - Augusta, GA",Kevin Na,OTT,-0.25
"Augusta National Golf Club - Augusta, GA",Lucas Glover,OTT,0.56
"Augusta National Golf Club - Augusta, GA",Lee Westwood,OTT,-0.28
"Augusta National Golf Club - Augusta, GA",Matthew Fitzpatrick,OTT,1.18
"Augusta National Golf Club - Augusta, GA",Max Homa,OTT,-0.13
"Augusta National Golf Club - Augusta, GA",Mackenzie Hughes,OTT,0.01
"Augusta National Golf Club - Augusta, GA",Marc Leishman,OTT,-0.01
"Augusta National Golf Club - Augusta, GA",Patrick Cantlay,OTT,0.94
"Augusta National Golf Club - Augusta, GA",Patrick Reed,OTT,0.04
"Augusta National Golf Club - Augusta, GA",Russell Henley,OTT,0.27
"Augusta National Golf Club - Augusta, GA",Sergio Garcia,OTT,-0.14
"Augusta National Golf Club - Augusta, GA",Sungjae Im,OTT,0.56
"Augusta National Golf Club - Augusta, GA",Si Woo Kim,OTT,-0.74
"Augusta National Golf Club - Augusta, GA",Shane Lowry,OTT,1.24
"Augusta National Golf Club - Augusta, GA",Seamus Power,OTT,0.66
"Augusta National Golf Club - Augusta, GA",Scottie Scheffler,OTT,0.76
"Augusta National Golf Club - Augusta, GA",Sepp Straka,OTT,-0.38
"Augusta National Golf Club - Augusta, GA",Tony Finau,OTT,0.6
"Augusta National Golf Club - Augusta, GA",Tommy Fleetwood,OTT,1.1
"Augusta National Golf Club - Augusta, GA",Talor Gooch,OTT,-0.1
"Augusta National Golf Club - Augusta, GA",Tyrrell Hatton,OTT,-0.51
"Augusta National Golf Club - Augusta, GA",Tom Hoge,OTT,-0.25
"Augusta National Golf Club - Augusta, GA",Tiger Woods,OTT,-0.13
"Augusta National Golf Club - Augusta, GA",Viktor Hovland,OTT,0.44
"Augusta National Golf Club - Augusta, GA",Webb Simpson,OTT,0.52
"Augusta National Golf Club - Augusta, GA",Will Zalatoris,OTT,0.55
"TPC San Antonio - San Antonio, TX",Aaron Baddeley,OTT,-0.47
"TPC San Antonio - San Antonio, TX",Adam Hadwin,OTT,0.71
"TPC San Antonio - San Antonio, TX",Anirban Lahiri,OTT,0.63
"TPC San Antonio - San Antonio, TX",Adam Long,OTT,0.62
"TPC San Antonio - San Antonio, TX",Andrew Putnam,OTT,0.18
"TPC San Antonio - San Antonio, TX",Aaron Rai,OTT,-0.07
"TPC San Antonio - San Antonio, TX",Bill Haas,OTT,-0.61
"TPC San Antonio - San Antonio, TX",Beau Hossler,OTT,0.33
"TPC San Antonio - San Antonio, TX",Ben Martin,OTT,0.54
"TPC San Antonio - San Antonio, TX",Brandt Snedeker,OTT,0.4
"TPC San Antonio - San Antonio, TX",Brendan Steele,OTT,0.77
"TPC San Antonio - San Antonio, TX",Brendon Todd,OTT,0.07
"TPC San Antonio - San Antonio, TX",Corey Conners,OTT,1.02
"TPC San Antonio - San Antonio, TX",Chesson Hadley,OTT,-0.41
"TPC San Antonio - San Antonio, TX",Charles Howell III,OTT,1.44
"TPC San Antonio - San Antonio, TX",Chris Kirk,OTT,0.21
"TPC San Antonio - San Antonio, TX",C.T. Pan,OTT,0.54
"TPC San Antonio - San Antonio, TX",Dylan Frittelli,OTT,0.05
"TPC San Antonio - San Antonio, TX",Denny McCarthy,OTT,0.29
"TPC San Antonio - San Antonio, TX",Doc Redman,OTT,-1.14
"TPC San Antonio - San Antonio, TX",Davis Riley,OTT,0.31
"TPC San Antonio - San Antonio, TX",Greyson Sigg,OTT,0.21
"TPC San Antonio - San Antonio, TX",Gary Woodland,OTT,0.15
"TPC San Antonio - San Antonio, TX",Henrik Norlander,OTT,0.83
"TPC San Antonio - San Antonio, TX",Henrik Stenson,OTT,0.28
"TPC San Antonio - San Antonio, TX",Hudson Swafford,OTT,0.34
"TPC San Antonio - San Antonio, TX",James Hahn,OTT,0.04
"TPC San Antonio - San Antonio, TX",Jim Herman,OTT,-0.57
"TPC San Antonio - San Antonio, TX",John Huh,OTT,0.38
"TPC San Antonio - San Antonio, TX",J.T. Poston,OTT,0.02
"TPC San Antonio - San Antonio, TX",J.J. Spaun,OTT,0.65
"TPC San Antonio - San Antonio, TX",Jordan Spieth,OTT,0.61
"TPC San Antonio - San Antonio, TX",Jhonattan Vegas,OTT,0.96
"TPC San Antonio - San Antonio, TX",Keegan Bradley,OTT,-0.53
"TPC San Antonio - San Antonio, TX",Kevin Chappell,OTT,0.55
"TPC San Antonio - San Antonio, TX",Kevin Streelman,OTT,0.5
"TPC San Antonio - San Antonio, TX",Luke Donald,OTT,-0.71
"TPC San Antonio - San Antonio, TX",Lucas Glover,OTT,0.69
"TPC San Antonio - San Antonio, TX",Lanto Griffin,OTT,-0.05
"TPC San Antonio - San Antonio, TX",Luke List,OTT,0.44
"TPC San Antonio - San Antonio, TX",Matt Jones,OTT,0.5
"TPC San Antonio - San Antonio, TX",Matt Kuchar,OTT,-0.14
"TPC San Antonio - San Antonio, TX",Martin Laird,OTT,0.93
"TPC San Antonio - San Antonio, TX",Maverick McNealy,OTT,0.97
"TPC San Antonio - San Antonio, TX",Mito Pereira,OTT,0.52
"TPC San Antonio - San Antonio, TX",Matthias Schwab,OTT,-0.5
"TPC San Antonio - San Antonio, TX",Nate Lashley,OTT,-0.06
"TPC San Antonio - San Antonio, TX",Peter Malnati,OTT,0.0
"TPC San Antonio - San Antonio, TX",Patrick Rodgers,OTT,-0.56
"TPC San Antonio - San Antonio, TX",Peter Uihlein,OTT,-0.74
"TPC San Antonio - San Antonio, TX",Rasmus Hojgaard,OTT,-0.13
"TPC San Antonio - San Antonio, TX",Russell Knox,OTT,-0.17
"TPC San Antonio - San Antonio, TX",Ryan Palmer,OTT,0.04
"TPC San Antonio - San Antonio, TX",Roger Sloan,OTT,-0.37
"TPC San Antonio - San Antonio, TX",Richy Werenski,OTT,-0.43
"TPC San Antonio - San Antonio, TX",Scott Gutschewski,OTT,-0.41
"TPC San Antonio - San Antonio, TX",Si Woo Kim,OTT,0.52
"TPC San Antonio - San Antonio, TX",Seung-Yul Noh,OTT,-0.66
"TPC San Antonio - San Antonio, TX",Scott Stallings,OTT,-0.1
"TPC San Antonio - San Antonio, TX",Sahith Theegala,OTT,-0.33
"TPC San Antonio - San Antonio, TX",Tony Finau,OTT,0.52
"TPC San Antonio - San Antonio, TX",Troy Merritt,OTT,-0.38
"TPC San Antonio - San Antonio, TX",Vincent Whaley,OTT,0.21
"TPC San Antonio - San Antonio, TX",Wyndham Clark,OTT,-1.0
"TPC San Antonio - San Antonio, TX",William McGirt,OTT,-0.24
"TPC San Antonio - San Antonio, TX",Zach Johnson,OTT,-0.14
"Innisbrook - Palm Harbor, FL",Adam Hadwin,OTT,0.43
"Innisbrook - Palm Harbor, FL",Alexander Noren,OTT,0.17
"Innisbrook - Palm Harbor, FL",Adam Svensson,OTT,-0.29
"Innisbrook - Palm Harbor, FL",Brice Garnett,OTT,0.23
"Innisbrook - Palm Harbor, FL",Bill Haas,OTT,-0.41
"Innisbrook - Palm Harbor, FL",Brandon Hagy,OTT,0.21
"Innisbrook - Palm Harbor, FL",Brian Harman,OTT,0.61
"Innisbrook - Palm Harbor, FL",Brooks Koepka,OTT,0.64
"Innisbrook - Palm Harbor, FL",Brian Stuard,OTT,-0.68
"Innisbrook - Palm Harbor, FL",Bernd Wiesberger,OTT,0.53
"Innisbrook - Palm Harbor, FL",Brandon Wu,OTT,0.34
"Innisbrook - Palm Harbor, FL",Christiaan Bezuidenhout,OTT,0.25
"Innisbrook - Palm Harbor, FL",Collin Morikawa,OTT,0.77
"Innisbrook - Palm Harbor, FL",C.T. Pan,OTT,-0.61
"Innisbrook - Palm Harbor, FL",Chez Reavie,OTT,-0.14
"Innisbrook - Palm Harbor, FL",Curtis Thompson,OTT,-0.07
"Innisbrook - Palm Harbor, FL",Cameron Tringale,OTT,0.44
"Innisbrook - Palm Harbor, FL",Dustin Johnson,OTT,0.51
"Innisbrook - Palm Harbor, FL",Danny Lee,OTT,0.45
"Innisbrook - Palm Harbor, FL",David Lipsky,OTT,0.14
"Innisbrook - Palm Harbor, FL",Denny McCarthy,OTT,0.15
"Innisbrook - Palm Harbor, FL",Doc Redman,OTT,0.2
"Innisbrook - Palm Harbor, FL",Davis Riley,OTT,1.07
"Innisbrook - Palm Harbor, FL",Greyson Sigg,OTT,-0.33
"Innisbrook - Palm Harbor, FL",Gary Woodland,OTT,-0.04
"Innisbrook - Palm Harbor, FL",Harry Higgs,OTT,-0.21
"Innisbrook - Palm Harbor, FL",Henrik Stenson,OTT,0.4
"Innisbrook - Palm Harbor, FL",Harold Varner III,OTT,0.27
"Innisbrook - Palm Harbor, FL",Joseph Bramlett,OTT,0.32
"Innisbrook - Palm Harbor, FL",Joel Dahmen,OTT,0.28
"Innisbrook - Palm Harbor, FL",John Huh,OTT,-0.55
"Innisbrook - Palm Harbor, FL",J.J. Spaun,OTT,0.69
"Innisbrook - Palm Harbor, FL",Justin Thomas,OTT,0.56
"Innisbrook - Palm Harbor, FL",Jhonattan Vegas,OTT,0.3
"Innisbrook - Palm Harbor, FL",Kiradech Aphibarnrat,OTT,-0.65
"Innisbrook - Palm Harbor, FL",Kramer Hickok,OTT,-0.27
"Innisbrook - Palm Harbor, FL",Kevin Kisner,OTT,-0.62
"Innisbrook - Palm Harbor, FL",Kevin Streelman,OTT,0.53
"Innisbrook - Palm Harbor, FL",Luke Donald,OTT,-0.13
"Innisbrook - Palm Harbor, FL",Louis Oosthuizen,OTT,0.22
"Innisbrook - Palm Harbor, FL",Matthew Fitzpatrick,OTT,0.4
"Innisbrook - Palm Harbor, FL",Martin Kaymer,OTT,0.26
"Innisbrook - Palm Harbor, FL",Matt Kuchar,OTT,0.11
"Innisbrook - Palm Harbor, FL",Matthew NeSmith,OTT,0.26
"Innisbrook - Palm Harbor, FL",Mito Pereira,OTT,0.64
"Innisbrook - Palm Harbor, FL",Michael Thompson,OTT,-0.39
"Innisbrook - Palm Harbor, FL",Nate Lashley,OTT,0.3
"Innisbrook - Palm Harbor, FL",Nick Taylor,OTT,-0.5
"Innisbrook - Palm Harbor, FL",Paul Barjon,OTT,-0.4
"Innisbrook - Palm Harbor, FL",Patton Kizzire,OTT,-0.03
"Innisbrook - Palm Harbor, FL",Pat Perez,OTT,0.14
"Innisbrook - Palm Harbor, FL",Ryan Brehm,OTT,-0.04
"Innisbrook - Palm Harbor, FL",Russell Knox,OTT,0.08
"Innisbrook - Palm Harbor, FL",Robert Streb,OTT,0.07
"Innisbrook - Palm Harbor, FL",Richy Werenski,OTT,0.09
"Innisbrook - Palm Harbor, FL",Sam Burns,OTT,-0.26
"Innisbrook - Palm Harbor, FL",Stewart Cink,OTT,0.32
"Innisbrook - Palm Harbor, FL",Shane Lowry,OTT,0.59
"Innisbrook - Palm Harbor, FL",Seung-Yul Noh,OTT,-0.43
"Innisbrook - Palm Harbor, FL",Scott Stallings,OTT,-0.03
"Innisbrook - Palm Harbor, FL",Sahith Theegala,OTT,0.99
"Innisbrook - Palm Harbor, FL",Tyler Duncan,OTT,0.24
"Innisbrook - Palm Harbor, FL",Tommy Fleetwood,OTT,0.42
"Innisbrook - Palm Harbor, FL",Tyrrell Hatton,OTT,0.41
"Innisbrook - Palm Harbor, FL",Troy Merritt,OTT,-0.18
"Innisbrook - Palm Harbor, FL",Viktor Hovland,OTT,-0.22
"Innisbrook - Palm Harbor, FL",Wesley Bryan,OTT,-0.93
"Innisbrook - Palm Harbor, FL",Webb Simpson,OTT,0.35
"Innisbrook - Palm Harbor, FL",Xander Schauffele,OTT,0.86
"TPC Sawgrass - Ponte Vedra Beach, FL",Abraham Ancer,OTT,0.2
"TPC Sawgrass - Ponte Vedra Beach, FL",Adam Hadwin,OTT,-0.27
"TPC Sawgrass - Ponte Vedra Beach, FL",Anirban Lahiri,OTT,0.87
"TPC Sawgrass - Ponte Vedra Beach, FL",Adam Long,OTT,0.67
"TPC Sawgrass - Ponte Vedra Beach, FL",Alexander Noren,OTT,0.16
"TPC Sawgrass - Ponte Vedra Beach, FL",Aaron Wise,OTT,0.42
"TPC Sawgrass - Ponte Vedra Beach, FL",Brice Garnett,OTT,-0.39
"TPC Sawgrass - Ponte Vedra Beach, FL",Branden Grace,OTT,0.11
"TPC Sawgrass - Ponte Vedra Beach, FL",Brian Harman,OTT,0.53
"TPC Sawgrass - Ponte Vedra Beach, FL",Brendan Steele,OTT,1.9
"TPC Sawgrass - Ponte Vedra Beach, FL",Bubba Watson,OTT,0.49
"TPC Sawgrass - Ponte Vedra Beach, FL",Corey Conners,OTT,0.41
"TPC Sawgrass - Ponte Vedra Beach, FL",Chesson Hadley,OTT,-1.55
"TPC Sawgrass - Ponte Vedra Beach, FL",Cameron Smith,OTT,-1.3
"TPC Sawgrass - Ponte Vedra Beach, FL",Daniel Berger,OTT,0.1
"TPC Sawgrass - Ponte Vedra Beach, FL",Dylan Frittelli,OTT,-0.04
"TPC Sawgrass - Ponte Vedra Beach, FL",Doug Ghim,OTT,0.94
"TPC Sawgrass - Ponte Vedra Beach, FL",Dustin Johnson,OTT,0.56
"TPC Sawgrass - Ponte Vedra Beach, FL",Denny McCarthy,OTT,-0.64
"TPC Sawgrass - Ponte Vedra Beach, FL",Doc Redman,OTT,0.85
"TPC Sawgrass - Ponte Vedra Beach, FL",Francesco Molinari,OTT,0.02
"TPC Sawgrass - Ponte Vedra Beach, FL",Hayden Buckley,OTT,1.48
"TPC Sawgrass - Ponte Vedra Beach, FL",Hank Lebioda,OTT,-1.0
"TPC Sawgrass - Ponte Vedra Beach, FL",Harold Varner III,OTT,0.74
"TPC Sawgrass - Ponte Vedra Beach, FL",Ian Poulter,OTT,-0.15
"TPC Sawgrass - Ponte Vedra Beach, FL",Joel Dahmen,OTT,-0.01
"TPC Sawgrass - Ponte Vedra Beach, FL",Jason Kokrak,OTT,-0.58
"TPC Sawgrass - Ponte Vedra Beach, FL",Joaquin Niemann,OTT,0.79
"TPC Sawgrass - Ponte Vedra Beach, FL",Jon Rahm,OTT,1.8
"TPC Sawgrass - Ponte Vedra Beach, FL",Justin Thomas,OTT,0.54
"TPC Sawgrass - Ponte Vedra Beach, FL",Jimmy Walker,OTT,0.24
"TPC Sawgrass - Ponte Vedra Beach, FL",Keegan Bradley,OTT,1.38
"TPC Sawgrass - Ponte Vedra Beach, FL",Kramer Hickok,OTT,0.53
"TPC Sawgrass - Ponte Vedra Beach, FL",Kevin Kisner,OTT,0.51
"TPC Sawgrass - Ponte Vedra Beach, FL",Kyoung-Hoon Lee,OTT,-0.37
"TPC Sawgrass - Ponte Vedra Beach, FL",Keith Mitchell,OTT,1.07
"TPC Sawgrass - Ponte Vedra Beach, FL",Kevin Streelman,OTT,0.43
"TPC Sawgrass - Ponte Vedra Beach, FL",Lucas Herbert,OTT,-0.95
"TPC Sawgrass - Ponte Vedra Beach, FL",Lee Hodges,OTT,0.21
"TPC Sawgrass - Ponte Vedra Beach, FL",Louis Oosthuizen,OTT,1.17
"TPC Sawgrass - Ponte Vedra Beach, FL",Max Homa,OTT,1.09
"TPC Sawgrass - Ponte Vedra Beach, FL",Maverick McNealy,OTT,0.4
"TPC Sawgrass - Ponte Vedra Beach, FL",Michael Thompson,OTT,-0.16
"TPC Sawgrass - Ponte Vedra Beach, FL",Nick Watney,OTT,-0.42
"TPC Sawgrass - Ponte Vedra Beach, FL",Paul Casey,OTT,-0.27
"TPC Sawgrass - Ponte Vedra Beach, FL",Patton Kizzire,OTT,-1.03
"TPC Sawgrass - Ponte Vedra Beach, FL",Peter Malnati,OTT,-0.86
"TPC Sawgrass - Ponte Vedra Beach, FL",Pat Perez,OTT,-0.41
"TPC Sawgrass - Ponte Vedra Beach, FL",Patrick Reed,OTT,-1.44
"TPC Sawgrass - Ponte Vedra Beach, FL",Russell Henley,OTT,-0.81
"TPC Sawgrass - Ponte Vedra Beach, FL",Russell Knox,OTT,0.73
"TPC Sawgrass - Ponte Vedra Beach, FL",Sam Burns,OTT,0.04
"TPC Sawgrass - Ponte Vedra Beach, FL",Sergio Garcia,OTT,0.96
"TPC Sawgrass - Ponte Vedra Beach, FL",Sungjae Im,OTT,-0.33
"TPC Sawgrass - Ponte Vedra Beach, FL",Shane Lowry,OTT,0.43
"TPC Sawgrass - Ponte Vedra Beach, FL",Sebastian Munoz,OTT,0.65
"TPC Sawgrass - Ponte Vedra Beach, FL",Seamus Power,OTT,1.27
"TPC Sawgrass - Ponte Vedra Beach, FL",Sam Ryder,OTT,-0.7
"TPC Sawgrass - Ponte Vedra Beach, FL",Scottie Scheffler,OTT,0.25
"TPC Sawgrass - Ponte Vedra Beach, FL",Scott Stallings,OTT,-0.21
"TPC Sawgrass - Ponte Vedra Beach, FL",Sepp Straka,OTT,0.85
"TPC Sawgrass - Ponte Vedra Beach, FL",Tommy Fleetwood,OTT,0.81
"TPC Sawgrass - Ponte Vedra Beach, FL",Tyrrell Hatton,OTT,-0.31
